Family,Species name,Europe Category,Europe Endemic,EU27 Category,EU27 Endemic
GEOMETRIDAE,Hylaea fasciaria,LC,No,LC,No
GEOMETRIDAE,Hylaea mediterranea,LC,Yes,LC,Yes
GEOMETRIDAE,Hylaea pinicolaria,LC,Yes,LC,Yes
GEOMETRIDAE,Hypomecis punctinalis,LC,No,LC,No
GEOMETRIDAE,Hypomecis roboraria,LC,No,LC,No
GEOMETRIDAE,Hypoxystis pluviaria,LC,No,NT,No
GEOMETRIDAE,Idaea abnorma,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea acutipennis,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea admiranda,DD,No,,No
GEOMETRIDAE,Idaea albitorquata,LC,No,LC,No
GEOMETRIDAE,Idaea alicantaria,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea alyssumata,LC,Yes,LC,No
GEOMETRIDAE,Idaea atlantica,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea attenuaria,LC,No,LC,No
GEOMETRIDAE,Idaea aureolaria,LC,No,LC,No
GEOMETRIDAE,Idaea aversata,LC,No,LC,No
GEOMETRIDAE,Idaea bacalladoi,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea barbuti,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea belemiata,LC,No,LC,No
GEOMETRIDAE,Idaea bigladiata,LC,No,LC,No
GEOMETRIDAE,Idaea biselata,LC,No,LC,No
GEOMETRIDAE,Idaea blaesii,LC,No,LC,No
GEOMETRIDAE,Idaea calunetaria,VU,No,VU,No
GEOMETRIDAE,Idaea camparia,LC,No,LC,No
GEOMETRIDAE,Idaea carvalhoi,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea cervantaria,LC,No,LC,No
GEOMETRIDAE,Idaea charitata,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea circuitaria,LC,No,LC,No
GEOMETRIDAE,Idaea completa,DD,No,DD,No
GEOMETRIDAE,Idaea consanguiberica,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea consanguinaria,LC,No,LC,No
GEOMETRIDAE,Idaea consolidata,LC,No,LC,No
GEOMETRIDAE,Idaea contiguaria,NT,Yes,NT,No
GEOMETRIDAE,Idaea degeneraria,LC,No,LC,No
GEOMETRIDAE,Idaea deitanaria,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea descitaria,DD,No,,No
GEOMETRIDAE,Idaea determinata,LC,No,LC,No
GEOMETRIDAE,Idaea deversaria,LC,No,LC,No
GEOMETRIDAE,Idaea dilutaria,LC,No,LC,No
GEOMETRIDAE,Idaea dimidiata,LC,No,LC,No
GEOMETRIDAE,Idaea distinctaria,LC,No,LC,No
GEOMETRIDAE,Idaea dromikos,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea efflorata,LC,No,LC,No
GEOMETRIDAE,Idaea elongaria,LC,No,LC,No
GEOMETRIDAE,Idaea emarginata,LC,No,LC,No
GEOMETRIDAE,Idaea eugeniata,LC,No,LC,No
GEOMETRIDAE,Idaea figuraria,LC,No,LC,No
GEOMETRIDAE,Idaea filicata,LC,No,LC,No
GEOMETRIDAE,Idaea flaveolaria,VU,Yes,VU,No
GEOMETRIDAE,Idaea fractilineata,LC,No,LC,No
GEOMETRIDAE,Idaea fuerteventurensis,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea fuscovenosa,LC,No,LC,No
GEOMETRIDAE,Idaea gelbrechti,DD,No,DD,No
GEOMETRIDAE,Idaea humiliata,LC,No,LC,No
GEOMETRIDAE,Idaea ibizaria,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea incalcarata,LC,Yes,LC,No
GEOMETRIDAE,Idaea incisaria,LC,No,LC,No
GEOMETRIDAE,Idaea inclinata,DD,No,DD,No
GEOMETRIDAE,Idaea infirmaria,LC,No,LC,No
GEOMETRIDAE,Idaea inquinata,LC,No,LC,No
GEOMETRIDAE,Idaea intermedia,LC,No,LC,No
GEOMETRIDAE,Idaea joannisiata,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea josephinae,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea korbi,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea laevigata,LC,No,LC,No
GEOMETRIDAE,Idaea leipnitzi,DD,Yes,DD,No
GEOMETRIDAE,Idaea libycata,LC,No,LC,No
GEOMETRIDAE,Idaea litigiosaria,LC,No,LC,No
GEOMETRIDAE,Idaea longaria,LC,No,LC,No
GEOMETRIDAE,Idaea lusohispanica,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea luteolaria,LC,Yes,LC,No
GEOMETRIDAE,Idaea lutulentaria,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea macilentaria,LC,No,LC,No
GEOMETRIDAE,Idaea maderae,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea mancipiata,LC,No,LC,No
GEOMETRIDAE,Idaea mediaria,LC,No,LC,No
GEOMETRIDAE,Idaea metohiensis,DD,No,DD,No
GEOMETRIDAE,Idaea millesima,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea mimosaria,DD,No,DD,No
GEOMETRIDAE,Idaea minuscularia,LC,No,LC,No
GEOMETRIDAE,Idaea moniliata,LC,No,LC,No
GEOMETRIDAE,Idaea muricata,LC,No,LC,No
GEOMETRIDAE,Idaea mustelata,LC,No,LC,No
GEOMETRIDAE,Idaea mutilata,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea neglecta,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea nevadata,NT,Yes,NT,Yes
GEOMETRIDAE,Idaea nexata,LC,No,LC,No
GEOMETRIDAE,Idaea nigra,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea nigrolineata,LC,No,LC,No
GEOMETRIDAE,Idaea nitidata,DD,No,DD,No
GEOMETRIDAE,Idaea obliquaria,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea obsoletaria,LC,No,LC,No
GEOMETRIDAE,Idaea ochrata,LC,No,LC,No
GEOMETRIDAE,Idaea ossiculata,LC,No,LC,No
GEOMETRIDAE,Idaea ostrinaria,LC,No,LC,No
GEOMETRIDAE,Idaea palaestinensis,LC,No,LC,No
GEOMETRIDAE,Idaea pallidata,LC,No,LC,No
GEOMETRIDAE,Idaea palmata,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea peluraria,DD,No,DD,No
GEOMETRIDAE,Idaea politaria,LC,No,LC,No
GEOMETRIDAE,Idaea predotaria,LC,No,LC,No
GEOMETRIDAE,Idaea purpurariata,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea rainerii,LC,No,LC,No
GEOMETRIDAE,Idaea rhodogrammaria,LC,No,LC,No
GEOMETRIDAE,Idaea robiginata,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea rubraria,LC,No,LC,No
GEOMETRIDAE,Idaea rufaria,LC,No,LC,No
GEOMETRIDAE,Idaea rupicolaria,EN,Yes,EN,Yes
GEOMETRIDAE,Idaea rusticata,LC,No,LC,No
GEOMETRIDAE,Idaea saleri,EN,Yes,EN,Yes
GEOMETRIDAE,Idaea sardoniata,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea seriata,LC,No,LC,No
GEOMETRIDAE,Idaea sericeata,LC,No,LC,No
GEOMETRIDAE,Idaea serpentata,LC,No,LC,No
GEOMETRIDAE,Idaea simplicior,LC,No,LC,No
GEOMETRIDAE,Idaea spissilimbaria,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea squalidaria,NT,Yes,NT,No
GEOMETRIDAE,Idaea straminata,LC,No,LC,No
GEOMETRIDAE,Idaea subsaturata,LC,No,LC,No
GEOMETRIDAE,Idaea subsericeata,LC,No,LC,No
GEOMETRIDAE,Idaea sylvestraria,NT,No,NT,No
GEOMETRIDAE,Idaea textaria,LC,No,LC,No
GEOMETRIDAE,Idaea tineata,LC,No,LC,No
GEOMETRIDAE,Idaea trigeminata,NT,No,NT,No
GEOMETRIDAE,Idaea troglodytaria,DD,No,DD,No
GEOMETRIDAE,Idaea typicata,LC,No,LC,No
GEOMETRIDAE,Idaea unicalcarata,DD,No,DD,No
GEOMETRIDAE,Idaea urcitana,VU,Yes,VU,Yes
GEOMETRIDAE,Idaea vesubiata,DD,Yes,DD,Yes
GEOMETRIDAE,Idaea vilaflorensis,LC,Yes,LC,Yes
GEOMETRIDAE,Idaea volloni,DD,No,DD,No
GEOMETRIDAE,Isturgia arenacearia,LC,No,LC,No
GEOMETRIDAE,Isturgia assimilaria,DD,Yes,DD,Yes
GEOMETRIDAE,Isturgia berytaria,LC,No,LC,No
GEOMETRIDAE,Isturgia catalaunaria,LC,No,LC,No
GEOMETRIDAE,Isturgia deerraria,LC,No,LC,No
GEOMETRIDAE,Isturgia disputaria,NA,No,NA,No
GEOMETRIDAE,Isturgia famula,NT,No,NT,No
GEOMETRIDAE,Isturgia homochromata,CR,Yes,CR,Yes
GEOMETRIDAE,Isturgia limbaria,NT,Yes,NT,No
GEOMETRIDAE,Isturgia messapiaria,EN,Yes,EN,Yes
GEOMETRIDAE,Isturgia miniosaria,VU,No,VU,No
GEOMETRIDAE,Isturgia murinaria,LC,No,LC,No
GEOMETRIDAE,Isturgia roraria,LC,No,LC,No
GEOMETRIDAE,Isturgia sparsaria,LC,Yes,LC,Yes
GEOMETRIDAE,Isturgia spodiaria,LC,No,LC,No
GEOMETRIDAE,Isturgia tennoa,DD,Yes,DD,Yes
GEOMETRIDAE,Itame vincularia,NT,No,NT,No
GEOMETRIDAE,Ithysia pravata,DD,Yes,,No
GEOMETRIDAE,Jodis lactearia,LC,No,LC,No
GEOMETRIDAE,Jodis putata,LC,No,LC,No
GEOMETRIDAE,Juxtephria consentaria,DD,No,,No
GEOMETRIDAE,Kresnaia beschkovi,NT,No,NT,No
GEOMETRIDAE,Kuchleria insignata,LC,No,LC,No
GEOMETRIDAE,Kuchleria menadiara,DD,No,DD,No
GEOMETRIDAE,Lampropteryx otregiata,LC,Yes,LC,No
GEOMETRIDAE,Lampropteryx suffumata,LC,No,LC,No
GEOMETRIDAE,Larentia clavaria,LC,No,LC,No
GEOMETRIDAE,Larentia malvata,LC,No,LC,No
GEOMETRIDAE,Leucobrephos middendorfii,DD,No,,No
GEOMETRIDAE,Lhommeia biskraria,LC,No,LC,No
GEOMETRIDAE,Ligdia adustata,LC,No,LC,No
GEOMETRIDAE,Lignyoptera fumidaria,EN,No,EN,No
GEOMETRIDAE,Lignyoptera thaumastaria,DD,Yes,DD,No
GEOMETRIDAE,Limeria macraria,DD,No,,No
GEOMETRIDAE,Lithostege bosporaria,CR,No,,No
GEOMETRIDAE,Lithostege castiliaria,DD,Yes,DD,Yes
GEOMETRIDAE,Lithostege clarae,DD,Yes,DD,Yes
GEOMETRIDAE,Lithostege coassata,LC,No,DD,No
GEOMETRIDAE,Lithostege duponcheli,LC,Yes,LC,Yes
GEOMETRIDAE,Lithostege farinata,LC,No,LC,No
GEOMETRIDAE,Lithostege fissurata,NA,No,NA,No
GEOMETRIDAE,Lithostege griseata,EN,No,EN,No
GEOMETRIDAE,Lithostege infuscata,DD,No,,No
GEOMETRIDAE,Lithostege palaestinensis,LC,No,LC,No
GEOMETRIDAE,Lobophora halterata,LC,No,LC,No
GEOMETRIDAE,Lomaspilis bithynica,NA,No,NA,No
GEOMETRIDAE,Lomaspilis marginata,LC,No,LC,No
GEOMETRIDAE,Lomaspilis opis,LC,No,LC,No
GEOMETRIDAE,Lomographa bimaculata,LC,No,LC,No
GEOMETRIDAE,Lomographa temerata,LC,No,LC,No
GEOMETRIDAE,Lycia alpina,LC,Yes,LC,No
GEOMETRIDAE,Lycia florentina,LC,Yes,LC,Yes
GEOMETRIDAE,Lycia graecarius,LC,No,LC,No
GEOMETRIDAE,Lycia hirtaria,LC,No,LC,No
GEOMETRIDAE,Lycia isabellae,VU,Yes,VU,No
GEOMETRIDAE,Lycia lapponaria,LC,No,LC,No
GEOMETRIDAE,Lycia necessaria,DD,No,DD,No
GEOMETRIDAE,Lycia pomonaria,VU,No,VU,No
GEOMETRIDAE,Lycia zonaria,VU,No,VU,No
GEOMETRIDAE,Lythria cruentaria,LC,No,LC,No
GEOMETRIDAE,Lythria plumularia,EN,Yes,EN,No
GEOMETRIDAE,Lythria purpuraria,NT,No,NT,No
GEOMETRIDAE,Lythria sanguinaria,LC,Yes,LC,Yes
GEOMETRIDAE,Macaria alternata,LC,No,LC,No
GEOMETRIDAE,Macaria artesiaria,LC,No,NT,No
GEOMETRIDAE,Macaria brunneata,LC,No,LC,No
GEOMETRIDAE,Macaria carbonaria,LC,No,LC,No
GEOMETRIDAE,Macaria fusca,LC,No,LC,No
GEOMETRIDAE,Macaria ichnusae,DD,Yes,DD,Yes
GEOMETRIDAE,Macaria liturata,LC,No,LC,No
GEOMETRIDAE,Macaria loricaria,VU,No,VU,No
GEOMETRIDAE,Macaria notata,LC,No,LC,No
GEOMETRIDAE,Macaria signaria,LC,No,LC,No
GEOMETRIDAE,Macaria wauaria,LC,No,LC,No
GEOMETRIDAE,Malacodea regelaria,VU,No,VU,No
GEOMETRIDAE,Martania taeniata,LC,No,LC,No
GEOMETRIDAE,Mattia callidaria,LC,No,LC,No
GEOMETRIDAE,Megalycinia serraria,LC,Yes,LC,Yes
GEOMETRIDAE,Megametopon grisolaria,DD,No,,No
GEOMETRIDAE,Melanthia alaudaria,VU,Yes,VU,No
GEOMETRIDAE,Melanthia mandshuricata,DD,No,,No
GEOMETRIDAE,Melanthia procellata,LC,No,LC,No
GEOMETRIDAE,Menophra abruptaria,LC,No,LC,No
GEOMETRIDAE,Menophra annegreteae,NT,Yes,NT,Yes
GEOMETRIDAE,Menophra berenicidaria,LC,No,LC,No
GEOMETRIDAE,Menophra canariensis,LC,Yes,LC,Yes
GEOMETRIDAE,Menophra harterti,NT,No,NT,No
GEOMETRIDAE,Menophra japygiaria,VU,No,VU,No
GEOMETRIDAE,Menophra maderae,LC,Yes,LC,Yes
GEOMETRIDAE,Menophra nycthemeraria,LC,No,LC,No
GEOMETRIDAE,Menophra thuriferaria,DD,Yes,DD,Yes
GEOMETRIDAE,Mesoleuca albicillata,LC,No,LC,No
GEOMETRIDAE,Mesotype didymata,LC,No,LC,No
GEOMETRIDAE,Mesotype parallelolineata,LC,No,LC,No
GEOMETRIDAE,Mesotype verberata,VU,No,VU,No
GEOMETRIDAE,Microbiston lanaria,DD,No,,No
GEOMETRIDAE,Microloxia herbaria,LC,No,LC,No
GEOMETRIDAE,Microloxia schmitzi,LC,No,LC,No
GEOMETRIDAE,Microloxia simonyi,LC,Yes,LC,Yes
GEOMETRIDAE,Minoa lutea,DD,No,,No
GEOMETRIDAE,Minoa murinata,NT,No,NT,No
GEOMETRIDAE,Myinodes constantina,DD,No,DD,No
GEOMETRIDAE,Myinodes interpunctaria,LC,No,LC,No
GEOMETRIDAE,Myinodes shohami,NA,No,NA,No
GEOMETRIDAE,Narraga fasciolaria,LC,No,LC,No
GEOMETRIDAE,Narraga nelvae,LC,No,LC,No
GEOMETRIDAE,Narraga tessularia,NT,No,NT,No
GEOMETRIDAE,Nebula achromaria,NT,No,NT,No
GEOMETRIDAE,Nebula carlae,DD,Yes,DD,Yes
GEOMETRIDAE,Nebula ibericata,LC,No,LC,No
GEOMETRIDAE,Nebula nebulata,VU,Yes,VU,No
GEOMETRIDAE,Nebula pirinica,DD,No,DD,No
GEOMETRIDAE,Nebula senectaria,LC,No,LC,No
GEOMETRIDAE,Neognopharmia stevenaria,LC,No,LC,No
GEOMETRIDAE,Nothocasis rosariae,LC,Yes,LC,Yes
GEOMETRIDAE,Nothocasis sertata,LC,No,LC,No
GEOMETRIDAE,Nychiodes amygdalaria,DD,No,DD,No
GEOMETRIDAE,Nychiodes andalusiaria,LC,Yes,LC,Yes
GEOMETRIDAE,Nychiodes aphrodite,DD,Yes,DD,Yes
GEOMETRIDAE,Nychiodes dalmatina,LC,No,LC,No
GEOMETRIDAE,Nychiodes hispanica,LC,No,LC,No
GEOMETRIDAE,Nychiodes notarioi,LC,Yes,LC,Yes
GEOMETRIDAE,Nychiodes obscuraria,NT,Yes,NT,No
GEOMETRIDAE,Nychiodes ragusaria,LC,Yes,LC,Yes
GEOMETRIDAE,Nychiodes waltheri,LC,No,LC,No
GEOMETRIDAE,Oar pratana,LC,No,LC,No
GEOMETRIDAE,Oar reaumuraria,LC,No,LC,No
GEOMETRIDAE,Ochodontia adustaria,DD,No,,No
GEOMETRIDAE,Odezia atrata,LC,No,LC,No
GEOMETRIDAE,Odontognophos dumetata,LC,No,VU,No
GEOMETRIDAE,Odontognophos margaritatus,DD,Yes,DD,Yes
GEOMETRIDAE,Odontognophos zacharia,DD,No,DD,No
GEOMETRIDAE,Odontopera bidentata,LC,No,LC,No
GEOMETRIDAE,Onychora agaritharia,LC,No,LC,No
GEOMETRIDAE,Operophtera brumata,LC,No,LC,No
GEOMETRIDAE,Operophtera fagata,LC,No,LC,No
GEOMETRIDAE,Opisthograptis luteolata,LC,No,LC,No
GEOMETRIDAE,Ortaliella gruneraria,DD,Yes,DD,Yes
GEOMETRIDAE,Ortaliella perspersata,LC,No,LC,No
GEOMETRIDAE,Orthonama obstipata,LC,No,LC,No
GEOMETRIDAE,Orthonama vittata,LC,No,LC,No
GEOMETRIDAE,Orthostixis cinerea,DD,Yes,DD,Yes
GEOMETRIDAE,Orthostixis cribraria,LC,No,LC,No
GEOMETRIDAE,Oulobophora externaria,LC,No,LC,No
GEOMETRIDAE,Oulobophora internata,DD,No,DD,No
GEOMETRIDAE,Ourapteryx niveiscythes,DD,No,,No
GEOMETRIDAE,Ourapteryx sambucaria,LC,No,LC,No
GEOMETRIDAE,Pachycnemia hippocastanaria,LC,No,LC,No
GEOMETRIDAE,Pachycnemia tibiaria,LC,No,LC,No
GEOMETRIDAE,Paraboarmia viertlii,NT,No,NT,No
GEOMETRIDAE,Paradarisa consonaria,LC,No,LC,No
GEOMETRIDAE,Parectropis similaria,LC,No,LC,No
GEOMETRIDAE,Pareulype berberata,LC,No,VU,No
GEOMETRIDAE,Pareulype casearia,DD,Yes,DD,Yes
GEOMETRIDAE,Pareulype lasithiotica,LC,Yes,LC,Yes
GEOMETRIDAE,Pasiphila chloerata,LC,No,LC,No
GEOMETRIDAE,Pasiphila debiliata,LC,No,LC,No
GEOMETRIDAE,Pasiphila rectangulata,LC,No,LC,No
GEOMETRIDAE,Pelurga comitata,LC,No,LC,No
GEOMETRIDAE,Pennithera firmata,LC,No,LC,No
GEOMETRIDAE,Pennithera ulicata,LC,Yes,LC,Yes
GEOMETRIDAE,Perconia baeticaria,LC,Yes,LC,Yes
GEOMETRIDAE,Perconia strigillaria,LC,No,LC,No
GEOMETRIDAE,Peribatodes aragonis,DD,No,DD,No
GEOMETRIDAE,Peribatodes correptaria,LC,No,LC,No
GEOMETRIDAE,Peribatodes ebusaria,DD,Yes,DD,Yes
GEOMETRIDAE,Peribatodes ilicaria,LC,No,LC,No
GEOMETRIDAE,Peribatodes omalensis,DD,Yes,DD,Yes
GEOMETRIDAE,Peribatodes perversaria,LC,Yes,LC,No
GEOMETRIDAE,Peribatodes rhomboidaria,LC,No,LC,No
GEOMETRIDAE,Peribatodes secundaria,LC,No,LC,No
GEOMETRIDAE,Peribatodes umbraria,NT,No,NT,No
GEOMETRIDAE,Perigune binaevata,LC,No,LC,No
GEOMETRIDAE,Perigune convergata,LC,No,LC,No
GEOMETRIDAE,Perigune narbonea,LC,No,LC,No
GEOMETRIDAE,Perizoma affinitata,LC,Yes,LC,No
GEOMETRIDAE,Perizoma albulata,LC,No,LC,No
GEOMETRIDAE,Perizoma alchemillata,LC,No,LC,No
GEOMETRIDAE,Perizoma barrassoi,LC,Yes,LC,No
GEOMETRIDAE,Perizoma bifaciata,LC,No,LC,No
GEOMETRIDAE,Perizoma blandiata,LC,No,LC,No
GEOMETRIDAE,Perizoma flavofasciata,LC,No,LC,No
GEOMETRIDAE,Perizoma flavosparsata,LC,No,LC,No
GEOMETRIDAE,Perizoma hydrata,NT,No,NT,No
GEOMETRIDAE,Perizoma incultaria,LC,Yes,LC,No
GEOMETRIDAE,Perizoma juracolaria,VU,Yes,VU,No
GEOMETRIDAE,Perizoma lugdunaria,VU,Yes,VU,No
GEOMETRIDAE,Perizoma minorata,NT,No,NT,No
GEOMETRIDAE,Perizoma obsoletata,VU,Yes,VU,No
GEOMETRIDAE,Petrophora chlorosata,LC,No,LC,No
GEOMETRIDAE,Phaiogramma etruscaria,LC,No,LC,No
GEOMETRIDAE,Phaiogramma faustinata,LC,No,LC,No
GEOMETRIDAE,Phaselia algiricaria,LC,No,LC,No
GEOMETRIDAE,Phaselia serrularia,DD,No,,No
GEOMETRIDAE,Phibalapteryx virgata,LC,No,LC,No
GEOMETRIDAE,Phigalia pilosaria,LC,No,LC,No
GEOMETRIDAE,Philereme transversata,LC,No,LC,No
GEOMETRIDAE,Philereme vetulata,LC,No,LC,No
GEOMETRIDAE,Phthonandria strictaria,DD,No,DD,No
GEOMETRIDAE,Phyllometra culminaria,LC,No,LC,No
GEOMETRIDAE,Phyllometra gracilaria,LC,Yes,LC,Yes
GEOMETRIDAE,Pingasa lahayei,NA,No,NA,No
GEOMETRIDAE,Plagodis dolabraria,LC,No,LC,No
GEOMETRIDAE,Plagodis pulveraria,LC,No,LC,No
GEOMETRIDAE,Plemyria rubiginata,LC,No,LC,No
GEOMETRIDAE,Problepsis ocellata,LC,No,LC,No
GEOMETRIDAE,Proteuchloris neriaria,LC,No,LC,No
GEOMETRIDAE,Protorhoe corollaria,LC,No,LC,No
GEOMETRIDAE,Protorhoe unicata,LC,No,LC,No
GEOMETRIDAE,Pseudobaptria bogumilaria,DD,Yes,DD,No
GEOMETRIDAE,Pseudopanthera macularia,LC,No,LC,No
GEOMETRIDAE,Pseudoterpna coronillaria,NT,No,NT,No
GEOMETRIDAE,Pseudoterpna corsicaria,DD,Yes,DD,Yes
GEOMETRIDAE,Pseudoterpna pruinata,LC,No,LC,No
GEOMETRIDAE,Pseudoterpna rectistrigaria,DD,Yes,DD,Yes
GEOMETRIDAE,Psodos alpinata,LC,Yes,LC,No
GEOMETRIDAE,Psodos alpmaritima,DD,Yes,DD,Yes
GEOMETRIDAE,Psodos alticolaria,LC,Yes,LC,No
GEOMETRIDAE,Psodos baldensis,CR,Yes,CR,Yes
GEOMETRIDAE,Psodos belzebuth,EN,Yes,EN,Yes
GEOMETRIDAE,Psodos bentelii,NT,Yes,NT,No
GEOMETRIDAE,Psodos canaliculata,LC,No,LC,No
GEOMETRIDAE,Psodos coracina,LC,No,LC,No
GEOMETRIDAE,Psodos noricana,VU,Yes,VU,No
GEOMETRIDAE,Psodos pyrenaica,DD,Yes,DD,Yes
GEOMETRIDAE,Psodos quadrifaria,VU,Yes,VU,No
GEOMETRIDAE,Psodos spitzi,EN,Yes,EN,Yes
GEOMETRIDAE,Psodos wehrlii,EN,Yes,EN,No
GEOMETRIDAE,Psodos werneri,DD,Yes,,No
GEOMETRIDAE,Psychophora cinderella,DD,No,,No
GEOMETRIDAE,Psychophora sabini,VU,No,EN,No
GEOMETRIDAE,Pterapherapteryx sexalata,LC,No,LC,No
GEOMETRIDAE,Pungeleria capreolaria,LC,No,LC,No
GEOMETRIDAE,Rheumaptera hastata,LC,No,LC,No
GEOMETRIDAE,Rheumaptera subhastata,LC,No,LC,No
GEOMETRIDAE,Rhodometra sacraria,LC,No,LC,No
GEOMETRIDAE,Rhodostrophia badiaria,DD,No,,No
GEOMETRIDAE,Rhodostrophia calabra,NT,No,NT,No
GEOMETRIDAE,Rhodostrophia cretacaria,LC,Yes,LC,Yes
GEOMETRIDAE,Rhodostrophia discopunctata,LC,No,LC,No
GEOMETRIDAE,Rhodostrophia jacularia,DD,No,,No
GEOMETRIDAE,Rhodostrophia pudorata,LC,No,LC,No
GEOMETRIDAE,Rhodostrophia sieversi,NA,No,NA,No
GEOMETRIDAE,Rhodostrophia tabidaria,LC,No,LC,No
GEOMETRIDAE,Rhodostrophia vibicaria,LC,No,LC,No
GEOMETRIDAE,Rhoptria asperaria,LC,No,LC,No
GEOMETRIDAE,Rhoptria dolosaria,DD,No,DD,No
GEOMETRIDAE,Sardocyrnia bastelicaria,DD,Yes,DD,Yes
GEOMETRIDAE,Sardocyrnia fortunaria,LC,Yes,LC,Yes
GEOMETRIDAE,Schistostege decussata,EN,Yes,EN,No
GEOMETRIDAE,Schistostege nubilaria,DD,No,DD,No
GEOMETRIDAE,Sciadia dolomitica,CR,Yes,CR,Yes
GEOMETRIDAE,Sciadia innuptaria,LC,Yes,LC,Yes
GEOMETRIDAE,Sciadia septaria,DD,Yes,DD,No
GEOMETRIDAE,Sciadia slovenica,CR,Yes,CR,Yes
GEOMETRIDAE,Sciadia tenebraria,VU,Yes,VU,No
GEOMETRIDAE,Sciadia unicoloraria,EN,Yes,EN,No
GEOMETRIDAE,Sciadia zelleraria,LC,Yes,LC,No
GEOMETRIDAE,Scopula alba,DD,No,DD,No
GEOMETRIDAE,Scopula albiceraria,DD,No,,No
GEOMETRIDAE,Scopula arenosaria,DD,No,,No
GEOMETRIDAE,Scopula asellaria,LC,No,LC,No
GEOMETRIDAE,Scopula beckeraria,LC,No,DD,No
GEOMETRIDAE,Scopula cajanderi,NA,No,,No
GEOMETRIDAE,Scopula caricaria,VU,No,VU,No
GEOMETRIDAE,Scopula concinnaria,DD,Yes,DD,Yes
GEOMETRIDAE,Scopula confinaria,VU,Yes,VU,No
GEOMETRIDAE,Scopula corrivalaria,LC,No,LC,No
GEOMETRIDAE,Scopula decolor,LC,No,LC,No
GEOMETRIDAE,Scopula decorata,NT,No,NT,No
GEOMETRIDAE,Scopula divisaria,DD,No,DD,No
GEOMETRIDAE,Scopula donovani,NA,No,NA,No
GEOMETRIDAE,Scopula drenowskii,DD,No,DD,No
GEOMETRIDAE,Scopula emutaria,VU,No,VU,No
GEOMETRIDAE,Scopula flaccidaria,LC,No,LC,No
GEOMETRIDAE,Scopula floslactata,LC,No,LC,No
GEOMETRIDAE,Scopula frigidaria,LC,No,LC,No
GEOMETRIDAE,Scopula guancharia,LC,No,LC,No
GEOMETRIDAE,Scopula honestata,DD,Yes,DD,Yes
GEOMETRIDAE,Scopula imitaria,LC,No,LC,No
GEOMETRIDAE,Scopula immistaria,DD,No,DD,No
GEOMETRIDAE,Scopula immorata,LC,No,LC,No
GEOMETRIDAE,Scopula immutata,LC,No,LC,No
GEOMETRIDAE,Scopula incanata,LC,No,LC,No
GEOMETRIDAE,Scopula irrorata,LC,Yes,LC,Yes
GEOMETRIDAE,Scopula luridata,LC,No,LC,No
GEOMETRIDAE,Scopula marginepunctata,LC,No,LC,No
GEOMETRIDAE,Scopula mentzeri,DD,Yes,DD,Yes
GEOMETRIDAE,Scopula minorata,LC,No,LC,No
GEOMETRIDAE,Scopula nemoraria,LC,No,NT,No
GEOMETRIDAE,Scopula nigropunctata,LC,No,LC,No
GEOMETRIDAE,Scopula ochraceata,LC,No,LC,No
GEOMETRIDAE,Scopula orientalis,DD,No,DD,No
GEOMETRIDAE,Scopula ornata,LC,No,LC,No
GEOMETRIDAE,Scopula rubellata,LC,No,LC,No
GEOMETRIDAE,Scopula rubiginata,LC,No,LC,No
GEOMETRIDAE,Scopula rufomixtaria,LC,No,LC,No
GEOMETRIDAE,Scopula sacraria,DD,No,DD,No
GEOMETRIDAE,Scopula scalercii,DD,Yes,DD,Yes
GEOMETRIDAE,Scopula submutata,LC,No,LC,No
GEOMETRIDAE,Scopula subpunctaria,LC,No,LC,No
GEOMETRIDAE,Scopula subtilata,DD,No,,No
GEOMETRIDAE,Scopula ternata,LC,No,LC,No
GEOMETRIDAE,Scopula tessellaria,EN,No,EN,No
GEOMETRIDAE,Scopula turbidaria,LC,No,LC,No
